titulo;cuerpo;fecha
Familia di Girolamo respalda querella de abuso contra Cristián Campos;"En la carta difundida por la Fundación Para La Confianza, cercanos a la psicóloga señalaron apoyar la denuncia, revelando haberse enterado paulatinamente de los reiterados abusos en 2020, cuando la víctima decidió hablar. La familia de la denunciante Raffaella di Girolamo, hija de la actriz Claudia di Girolamo, luego de conocerse la querella por abuso sexual presentada contra Cristián Campos, se pronunció sobre el caso. En la carta difundida por la Fundación Para La Confianza, cercanos a la psicóloga señalaron apoyar la denuncia, revelando haberse enterado paulatinamente de los reiterados abusos en 2020, cuando la víctima decidió hablar: “Este abuso comenzó a los 13 años cuando ella era menor de edad; y se prolongó hasta sus 16, 17 años mientras él era parte de la familia y padre de sus hermanos”. Si bien no se entregaron detalles sobre lo vivido por Raffaella, “sí podemos hablar sobre el profundo daño en su calidad de vida, autoestima y el constante miedo que ha experimentado cargando sola por más de 30 años este delito cometido dentro del núcleo familiar. Durante ese tiempo y siendo ignorantes de ese hecho, fuimos testigos de sus cambios de ánimo, de su desorden alimenticio, de su rabia y frustración”. Además aseguraron que, al momento de enterarse “todos le creímos, la contuvimos y la hemos acompañado incondicionalmente desde ese día para lograr sanar y hacer justicia”, manifestando además su apoyo “a la querella interpuesta en contra de Cristián Campos Sallato”. “Queremos aclarar con fuerza que no nos mueve un ánimo de venganza ni odio”, continuaron. “De ninguna manera podemos decir que este ha sido un proceso fácil, si no, todo lo contrario. Sabemos también que lamentablemente, aunque estos hechos hayan ocurrido en el pasado, han tenido y seguirán teniendo fuertes repercusiones en nosotros y en quienes nos rodean; pero a pesar de eso, nos sentimos orgullosos porque hoy hemos adquirido la fortaleza para poder compartirlo desde un lugar de profundo amor, el cual siempre ha existido y que sigue creciendo como un árbol inquebrantable”. “Por último, queremos que sepan que esta carta nos representa a todos como familia. Nuestro objetivo ahora es seguir acompañando a Raffaella, como también a sus dos hijos maravillosos; y por supuesto acompañarnos entre nosotros, conteniéndonos y esperando que esta herida, abierta y silenciada por tantos años, pueda finalmente cerrarse por completo y sanar. Nuestra convicción, nuestra energía y nuestro amor está dirigido ahora y siempre hacia ese lugar. Esperamos que ustedes deseen lo mismo para nosotros”, sentenciaron. Una publicación compartida por Fundación Para La Confianza (@paralaconfianza) Con el proceso, que inició oficialmente en la semana del 13 de marzo en otras regiones, se dejarán atrás las señales analógicas “SD”, pasando a las digitalizadas “HD”, algo que eventualmente podría afectar a los televisores más antiguos. Aguas Andinas informó que el corte de suministro de agua comenzará a las 15:00 del jueves y terminará a las 6:00 del viernes, por lo que se extenderá por 15 horas. La medida cautelar es aplicada a Darío Cuadra y Alberto Sauer (padre), este último imputado por los delitos de estafa, aprobación indebida, lavado de dinero, además de facilitación de facturas falsas. Las medidas cautelares para Daniel Sauer y Ariel Sauer, además de Rodrigo Topelberg y Luis Flores se conocerán este martes, en una audiencia que partirá a las 9 horas. Se espera que la Fiscalía solicite prisión preventiva.";2024-03-27
"Corbo y ""shock"" por colapso de bancos: ""Significa apretón crediticio y va a mermar en el margen el crecimiento""";"El Mercurio Lo que ha ocurrido con los bancos en Estados Unidos y Europa no ha dejado indiferente a nadie. Por supuesto que al economista y ex presidente del Banco Central, Vittorio Corbo, tampoco.;En una entrevista enEmolTVexplicó detalladamente cómo se gestó esta crisis y sus consecuencias, haciendo hincapié en que el gran riesgo del colapso de bancos medianos es que las empresas chicas se quedan sin financiamiento, puesto que son esas instituciones las que suelen dar préstamos a ese tipo de emprendimientos. Por eso cree que habrá una caída en el crecimiento de EE.UU. que puede afectar el curso de la economía mundial. Esta situación, afirmó,""significa apretón crediticio, incertidumbre y va a mermar en el margen el crecimiento"". A pesar de eso, Corbo ve ""una alza más de tasa"" en EE.UU..Eso sí, no tiene el mismo pronóstico para la tasa de interés de nuestro país: ""Chile ya subió la tasa suficiente, empezamos alzas hace 2 años, la Fed se quedó dormida al volante mucho tiempo (…) Hemos hecho una política adecuada para enfriar la economía, en eso estamos en nota sobre 6.0"", afirmó.Además, Vittorio Corbo abordó temas como el litio (""Estamos pensando en una Empresa del Litio y eso hay que verlo ahora o se quedará abajo de la tierra"", dijo); urgió a las autoridades a controlar la delincuencia (""No sólo por las familias, sino porque afecta también el ambiente de negocios"", sentenció); se vio optimista frente a una reforma tributaria (expresó que ""tras el tropezón he visto una disposición que no vi antes, hay oportunidad para acuerdo"") y fustigó un sexto retiro (""Hay que evitar un nuevo retiro, sería bencina a un incendio que ya se está apagando, una irresponsabilidad brutal"").Revisa la entrevista completa en EmolTV$(function(){creaVideoDetalle(""https://tv.emol.com/detail/20230329120429255/corbo-y-shock-por-colapso-bancos-implica-apreton-crediticio-incertidumbre-y-merma-en-crecimiento"")});";2023-03-30
Tras paso de sistema frontal: Gobierno decretó emergencia agrícola en 16 comunas de La Araucanía;"El Ministerio de Agricultura decretó este jueves estado de emergencia agrícola en 16 comunas de la Región de La Araucanía. Esto tras los estragos causados por el sistema frontal que afectó específicamente a las provincias de Malleco y Cautín. La medida incluye a las comunas de Ercilla, Curarrehue, Pucón, Toltén, Padre Las Casas, Nueva Imperial, Cholchol, Lumaco, Purén, Temuco, Vilcún, Loncoche, Teodoro Schmidt, Puerto Saavedra, Carahue y Freire. Al respecto, la ministra de Agricultura (s), Ignacia Fernández, explicó que la iniciativa “nos va a permitir agilizar las acciones en la zona y establecer coordinaciones más rápidas en conjunto con Segpres, con los municipios, para el levantamiento de sus requerimientos y proceder, muy tempranamente en los próximos días, con la entrega de alimentación animal y terminar de hacer el levantamiento de los rubros que se han visto afectados“. “No hay un monto específico vinculado a la emergencia, sino que lo que permite la emergencia es agilizar la entrega de recursos; entonces, lo que abre es la posibilidad de gestionar esos recursos de mejor forma y no tener que moverse con un monto fijo sobre el cual no tenemos certeza, porque estamos evaluando y esos recursos van a ir aumentando”, zanjó la secretaria de Estado. ⚠️Minagri declara emergencia agrícola en 16 comunas de la región de La Araucanía. 👉Esta medida permitirá movilizar recursos para ir en ayuda directa de las y los agricultores afectados 👨‍🌾👩‍🌾 🔍 Más información en https://t.co/FgzkysfCx2 pic.twitter.com/BDQ7Lm6V18 — Ministerio de Agricultura de Chile 🇨🇱 (@MinagriCL) September 21, 2023 En esa línea, Sebastián Naveillán, presidente de los agricultores Victoria-Malleco, planteó a Cooperativa que “pedimos que esto no quede solamente en un decreto, que efectivamente el Ministerio de Agricultura tenga la capacidad de ir en ayuda de todas aquellas personas que perdieron forraje, que perdieron los animales, que perdieron su sustento para poder llegar al verano y todas sus reservas”. Asimismo, recalcó que “esperamos que este decreto tenga capacidad de gestión, que el Gobierno de una vez por todas tenga la capacidad de llegar a todas las personas que se han visto afectadas“. “Desde el sector privado estaremos disponibles para ayudar y esperamos que en esta ocasión el Estado y el gobierno tengan la capacidad de poder llegar a todas las personas que se han visto afectadas. Es una buena señal”, zanjó.";2023-09-21
Carretera austral: despejan una vía tras derrumbe de un cerro en cuesta moraga;Este domingo, maquinaria de vialidad logró despejar una vía de la ruta 7 -carretera austral-, región de Los Lagos, tras el derrumbe de un cerro. El pasado viernes se registró el deslizamiento de tierra que se produjo a la altura del kilómetro 265 en la cuesta moraga, comuna de Chaitén, donde abarcó una longitud de aproximadamente 50 metros e interrumpió el tránsito. Ante esto, se cerró la carretera austral para despejar ese tramo. El delegado presidencial en la provincia de Palena, Luis Montaña, explicó el procedimiento que se ejecutó. “Es una gran proporción de material, en la cual se está trabajando en estos momentos. Al terminar el Cogrid nos informan que se habría habilitado ya una vía y que el tránsito va a ser controlado, pero el llamado es a evitar circular por esta ruta“, dijo. Y advirtió: “Van a seguir las maquinarias trabajando ahí, el trabajo todavía no está concretado para habilitar completamente la ruta. Así que reforzar las medidas de precaución en los viajes en la ruta 7“. RODADO SECTOR CUESTA MORAGA RUTA 7,COMUNA DE CHAITEN HOY 30 DE JUNIO. pic.twitter.com/HSdsYmGV9u — PATRICIO GODOY (@PATITOPALENA) June 30, 2023;2023-07-02
"Familiar de maquinista fallecido en choque de trenes: ""Tiene que caer el que sea responsable de esta situación""";"Uno de los familiares de los fallecidos en el fatal accidente de trenes ocurrido esta madrugada en la comuna de San Bernardo, habló con Meganoticias y expresó su sentir en este momento de máximo dolor. Ariel González, cuñado del maquinista de FEPASA, José Bonín, fallecido en la tragedia, tuvo un sincero diálogo con el periodista Roberto Saa en el lugar de la tragedia. Right “Estamos con profundo pesar por esta tragedia... Por decisión de mi sobrina accedo a hablar con la prensa para expresar nuestro sentir por este accidente... Yo, personalmente, me enteré por la prensa, pero mi sobrina, la hija del fallecido, se enteró por una hija de un colega de José”, dijo para comenzar. “Él llevaba 36 años de trabajo, era un maquinista experimentado. Hacía este y otros recorridos en la empresa y tengo entendido que nunca había tenido accidente”, añadió. Acto seguido, expuso que “estanos impactados cómo pasó esto... Como familia tenemos puras preguntas... Esperamos que esto se investigue y nos digan qué pasó, pero la verdad”. Top-Right “Hasta lo que sabemos por la prensa, insisto, conocimos los dichos del Fiscal, donde dice que la falla ocurre por información del GPS... Hay una controversia entre la información de EFE y lo que dijo el Fiscal. Esto parte con información poco clara, pero queremos saber la verdad, nada más. ¿Fue falla humana, el sistema controlar de trenes no funciona?... Esto una tragedia. La vida de mi cuñado no volverá y la de su ayudante tampoco”, agregó. Consultado por el profesional de Meganoticias sobre cómo se ha comportado la empresa a la que prestaba servicios su familiar, dijo que “FEPASA se comunicó mucho rato después con mi hermana (su marido falleció). Ellos enviaron una asistente social y no sé más... Creo que es lo mínimo por lo que pasó”. “La alta jefatura de estas empresas, no del controlador, sino los gerentes, como mínimo deberían tener empatía, podrían llamar a la familia, porque eso no ha ocurrido”, prosiguió. Para finalizar, dijo que “hemos hecho gárgaras con que tendremos los trenes más rápidos para Chile y no sé si estamos preparados para eso... Esto no puede volver a pasar y tiene que caer el que sea responsable de esta situación”. ""A las 00:14 horas de hoy se produjo una colisión frontal de trenes en el sector de Lo Herrera, comuna de San Bernardo, que involucró al tren 50996 de Fepasa, que circulaba de sur a norte proveniente de Rancagua, y a un tren de pasajeros perteneciente a EFE que circulaba de norte a sur por la misma línea"", indicó Fepasa en un comunicado. ""Lamentablemente, a consecuencia de esta grave colisión fallecieron en el lugar los dos tripulantes de nuestro tren de carga"", agregó. La empresa agregó que su ferrocarril realizaba un trayecto habitual que ""contaba con la correspondiente autorización de la Unidad de Control de Tráfico EFE"". En esa línea, indicó que ""la colisión se produjo por causas que se investigan. Especialistas y técnicos de Fepasa se encuentran en el lugar junto a personal y equipos de emergencia"". Todo sobre Choque de trenes";2024-06-20
El 61% de las pymes chilenas son lideradas por mujeres;"Actualmente, la brecha laboral entre hombres y mujeres ha disminuido. Si bien todavía existen diferencias, el género femenino cada vez se está posicionando más en distintas industrias.Según el reporte ""Participación de Mujeres en Pequeños Comercios"", fue desarrollado por SumUp, el Instituto Milenio para las Imperfecciones de Mercado y Políticas Públicas (MIPP) y el Centro de Estudios del Retail (CERET) del Departamento de Ingeniería Industrial de la Universidad de Chile, las mujeres lideran la participación en los comercios de nuestro país con un 61%.Además, el informe señala que los rubros con mayor participación de mujeres corresponden a vestuario con 78,6%, luego servicios profesionales con 76,8%, y retail con 61,3%.""Este estudio viene a ratificar que las mujeres son pilares fundamentales en la cadena de valor de pequeños y medianos emprendimientos que operan en nuestro país"", indicó Carlos Schaaf, country manager de SumUp para Chile.""Podemos observar que existe una brecha tanto de ingreso como de horas de trabajo que va en desmedro de las mujeres, por esto tanto entidades privadas como públicas debemos realizar los esfuerzos para ir entregando nuevas herramientas que permitan ir equiparando la balanza"", agregó.Finalmente, en cuanto a dedicación de horas, a las actividades en pequeños comercios, se aprecia que las mujeres invierten 12,5 horas diariamente y los hombres 13 horas. Respecto a cómo se distribuyen geográficamente las horas destinadas a su labor, el estudio evidencia que las mujeres operan menos horas en casi todas las regiones de nuestro país, salvo Tarapacá y Magallanes, siendo Antofagasta la región con más horas promedio de operación.";2023-05-16
Choque en Avda. Santa María termina con un auto volcado en Independencia: chofer estaba en estado de ebriedad y sin licencia;El teniente de Carabineros, Walter Spreng, señaló que el sujeto del vehículo particular quedó detenido, y que al momento de realizarle el alcotest dio 1.84 gramos de alcohol por litro de sangre. Un accidente vehicular, que terminó con un auto volcado, se registró en la mañana de este lunes, en la comuna de Independencia. El incidente ocurrió en Avenida Santa María, oriente, a metros de Avenida Independencia. Allí, un vehículo menor, por causas que se investigan, terminó volcado y terminó impactando a un taxi, que iba con el chofer y una pasajera en su interior. En tanto, el chofer del vehículo menor conducía en estado de ebriedad y sin licencia para manejar. Al interior de ese auto iban otras tres personas. Sobre este hecho, el teniente de Carabineros, Walter Spreng, señaló que el sujeto del vehículo particular quedó detenido, y que al momento de realizarle el alcotest dio 1.84 gramos de alcohol por litro de sangre. “Él señaló que había perdido el control del móvil colisionando al taxi colectivo por proyección”, afirmó. De acuerdo a Carabineros, al interior del auto había botellas de alcohol. En tanto, la mujer que iba a bordo del taxi terminó con lesiones de carácter leve. Por este hecho, una pista fue bloqueada en Avenida Santa María mientras se retiraba el vehículo siniestrado. El chofer del taxi, Gustavo, en conversación con Mega, relató parte del choque: “A las 6.20 de la mañana, vengo por segunda pista de circulación, el tipo me adelanta por primera pista, me impacta y se vuelca”. Sobre el conductor detenido, dijo: “Era un cabro que aproximadamente tendría unos 35 años. No tenía idea donde tenía puesta la cabeza”. El taxista señaló que la mujer que iba como pasajera era una trabajadora de la Clínica Santa María y acudió hasta la mutual de la Asociación Chilena de Seguridad (AChS). Ahora (06:45) bloqueo de pistas en Av. Sta María (al oriente), metros antes de Av. Independencia, debido a volcamiento de vehículo. Situación genera tránsito lento. Precaución #Independencia pic.twitter.com/LLpauFG0JN Con el proceso, que inició oficialmente en la semana del 13 de marzo en otras regiones, se dejarán atrás las señales analógicas “SD”, pasando a las digitalizadas “HD”, algo que eventualmente podría afectar a los televisores más antiguos. Aguas Andinas informó que el corte de suministro de agua comenzará a las 15:00 del jueves y terminará a las 6:00 del viernes, por lo que se extenderá por 15 horas. La medida cautelar es aplicada a Darío Cuadra y Alberto Sauer (padre), este último imputado por los delitos de estafa, aprobación indebida, lavado de dinero, además de facilitación de facturas falsas. Las medidas cautelares para Daniel Sauer y Ariel Sauer, además de Rodrigo Topelberg y Luis Flores se conocerán este martes, en una audiencia que partirá a las 9 horas. Se espera que la Fiscalía solicite prisión preventiva.;2023-07-17
Miguel “Negro” Piñera habla por primera vez tras su salida del reality de Canal 13, provocada por un grave accidente en Perú;Miguel “Negro” Piñera sufrió un accidente en Perú que lo obligó a regresar a Chile de forma inesperada. Este incidente también marcaría su salida del reality Palabra de Honor de Canal 13. Revisa también La noticia fue revelada recientemente, dejando al artista con una licencia médica que le exige guardar reposo absoluto, lo que hace poco probable que vuelva a Perú en un futuro cercano. Luis Sandoval fue quien informó sobre el accidente en el programa Zona de Estrellas. Según el periodista de farándula, el accidente “no fue protagonizado en una competencia, este fue fortuito. Iba caminando cuando de repente, sin querer, tropieza, cae de espalda y da con todo su cuerpo en una parte que era muy complicada caer”. Tras este incidente, los paramédicos atendieron de inmediato al cantante y lo trasladaron a un centro asistencial en Lima, donde un médico lo evaluó. Según detalló Sandoval en su informe, el doctor le recomendó enfáticamente: “Tú no puedes seguir encerrado, debes regresar a Chile con licencia médica y reposo absoluto”, lo que resultó en su retorno anticipado. Poco después de que se diera a conocer la noticia, Negro Piñera usó su cuenta de Instagram para tranquilizar a sus seguidores, quienes le enviaron mensajes de apoyo. “Estoy bien, nada grave”, publicó el cantante, acompañado de un emoji de corazón y una bandera de Chile. Sin embargo, el hermano del expresidente Sebastián Piñera también aprovechó sus redes sociales para invitar a sus fanáticos a un evento en Viña del Mar. “Vamos a estar cantando todos los clásicos de los 80 y 90 y espero que me acompañen”, anunció.;2024-10-04
Guagua intoxicada con cocaína estaba al cuidado de su hermana y hace dos meses no se sabía su paradero;"Imagen referencial.Archivo, El Mercurio La lactante de 10 meses que anoche fue dejada en el box de Urgencia de la Clínica RedSalud sigue en la Unidad de Cuidados Intensivos.RelacionadasDetalle('1094865','1094842');Esto, luego de que su madre la abandonara en el lugar y el equipo médico le realizara exámenes, los que arrojaronintoxicación por cocaína.Hasta el recinto de salud llegó la hermana mayor de la guagua. Tiene 25 años y señaló a carabineros y a las autoridades de la clínica que su madre era drogadicta y estaba en situación de calle.Con el paso de las horas se conocen más antecedentes del caso. Y justamente la hermana de la menor cumple un rol crucial.´De acuerdo a información entregada a Emol,es ella quien tenía su cuidado a la guagua, debido a denuncias previas interpuestas contra su madre. Con eso perdió la tutela.Sin embargo, la hermana señaló a carabineros quehace dos meses no sabía ni de su madre ni de la menor. Hasta ayer.Por ahora efectivos policiales continúan buscando a la madre de la menor.El único parte médico que ha entregado el recinto fue esta mañana, donde detallaban que la guagua llegó con ""una crisis convulsiva... tras distintos análisis, la paciente fue trasladada a la Unidad de Cuidados Intensivos (UCI) Pediátrica, donde aún permanece recibiendo el tratamiento correspondiente"".";2023-05-12
“Mis respetos”: Gabriel Boric valoró descuelgue de Jaime Bellolio por declaraciones que buscan reivindicar el Golpe de Estado;"Controversia ha causado en el mundo político los dichos de algunos personeros de la derecha que han justificado el Golpe de Estado de 1973. En medio de esta situación el Presidente Gabriel Boric destacó la postura del ex ministro vocero de Gobierno, Jaime Bellolio (UDI), luego de desmarcarse de las declaraciones de su sector. Las palabras del Mandatario se dieron luego de que el otrora diputado gremialista realizara una comentada reflexión al respecto. Durante una entrevista con Radio Pauta afirmó que “entiendo que algunos quieran tratar de reivindicar el Golpe, pero me parece que es un absoluto despropósito y que conociendo lo que ocurrió después, simplemente no se puede hacer”. Jaime Bellolio argumentó que “si tu te paras el 10 de septiembre de 1973, para una persona de derecha o la polémica por la declaración de la Cámara de Diputados, eso es una cosa, se entiende en ese momento. Pero el 10 de septiembre del 73, el 10 de septiembre de 2023 no porque tú sabes que el Golpe llevó a que hubieran masivas violaciones a los derechos humanos. Por tanto, no se puede justificar el Golpe a continuación”. El exministro compartió el extracto de esa entrevista en una publicación en redes sociales, donde se volvió a referir al asunto. “Esto no es un tema de derecha o izquierda, es de sentido común. A 50 años el consenso debiera fundarse en el respeto absoluto a los derechos humanos”, afirmó. Asimismo apuntó a considerar “la valoración y promoción de la democracia como la manera de resolver nuestras diferencias políticas; al compromiso leal con la Constitución y las leyes; y, el no utilizar ni justificar la violencia como método válido de expresión política. El llamado es a tener conciencia histórica, que se pueda proyectar a un futuro común, a un país compartido”. Esto no es un tema de derecha o izquierda, es de sentido común. A 50 años el consenso debiera fundarse en el respeto absoluto a los #DDHH; a la valoración y promoción de la democracia como la manera de resolver nuestras dif políticas; al compromiso leal con la Constitución (1/2) pic.twitter.com/9iw1TdriVD El anterior mensaje lo recogieron además varias personalidades del oficialismo para destacar las palabras de Jaime Bellolio en contraposición de la postura de la derecha. En esta línea en primera instancia el alcalde de Maipú, Tomás Vodanovic (RD), comentó la publicación del exministro. “Uno siempre puede elegir a quien escucha de la vereda del frente. Hay quienes deciden visibilizar siempre la peor cara del adversario y acentuar diferencias, o podemos buscar su mejor versión y tratar de construir un país en común. Felicitaciones por la valentía Jaime Bellolio”, expresó el jefe comunal. A esa misma publicación se sumó en tanto el Presidente Gabriel Boric, quien con un escueto mensaje valoró las palabras de quien fuera su par en la Cámara de Diputadas y Diputados. “Muy de acuerdo con Tomás Vodanovic. Mis respetos Jaime Bellolio”, señaló el Mandatario. Muy de acuerdo con @TomasVodanovic . Mis respetos @jaimebellolio https://t.co/xctDwHEGOf Por otro lado Gabriel Boric también tuvo palabras para destacar a la figura del exPresidente Sebastián Piñera. Esto se dio luego de que este último se sumara a todos los exmandatarios en firmar el acuerdo impulsado por el Gobierno sobre la conmemoración por los 50 años del Golpe de Estado. En conversación con MegaNoticias, el actual Jefe de Estado aseguró que “estoy convencido y no tengo ninguna duda que el Presidente Piñera es un demócrata que en su gestión, en sus dos Gobiernos, buscó genuinamente lo que él pensaba era lo mejor para el país”.";2023-09-08
Árbol cae y obliga a suspender el tránsito en Quinta Normal: Cables de telefonía fueron afectados;"No se registran lesionados.Redes sociales La caída de un árbol fue reportada en la comuna de Quinta Normal, Región Metropolitana, hecho que afectó ala circulación vehicular en la zona y, además, al tendido eléctrico.Según reportó Transporte Informa a través de su cuenta X (antes Twitter), a eso de las 6.41 horasel tránsito fue suspendido entre Mapocho y Andes. Por lo mismo, el flujo vehicular al norte y sur es desviado en ambos puntos.En diálogo con T13, el teniente de CarabinerosFrancisco Cabezasseñaló que cerca de las02.00 horas ocurrió la caída del árbol, y comentó que""habría sido una caída naturaly lamentablemente habría conllevado queuno de los postes de alumbrado público cayera de igual formaproducto de los cables"".El uniformado especificó que ""estos cables no son de electricidad, son todos de telefonía, por lo tanto, no habría perjudicado a los domicilios cercanos.Tampoco se han registrado personas lesionadas"".""Llamamos a la gente a que sigan a las paralelas. En este caso, que sigan por calle Mapocho o por Andes y tomar vías alternativas"", añadió.Revisa fotos de la caída";2023-11-21
Cobre alcanza máximos desde mediados de 2022, apoyado por fondos que siguen la tendencia;"Los precios del cobre tocaron el lunes su nivel más alto en casi dos años, favorecidos por la demanda de los fondos que siguen la tendencia, los buenos datos industriales alemanes y el repunte de otras materias primas. A las 16:50 horas de Chile, el cobre a tres meses en la bolsa mercantil Comex de Estados Unidos subió 1,32% a US$ 4,29 por libra, un máximo no visto desde el 10 de junio de 2022. Los metales industriales también subieron en Shanghái, y el cobre y el aluminio alcanzaron máximos históricos, al igual que la semana pasada en Londres, tras los festivos del jueves y el viernes en China. El cobre subió 5,71% la semana pasada gracias a los buenos datos manufactureros de China, principal consumidor de metales, a la esperanza de que se recorten las tasas de interés en Estados Unidos y Europa y a la confianza que despiertan otras materias primas. En tanto, el descuento del cobre al contado de la LME sobre el contrato de referencia a tres meses sigue en máximos históricos, lo que indica que hay mucho cobre disponible para el suministro inmediato. El lunes, el descuento se situó por última vez en US$ 123. Más tarde este lunes, Citigroup dio a conocer que revisó al alza su precio estimado para el cobre de cero a tres meses, hasta un valor de US$ 9.700 la tonelada (US$ 4,4 la libra), desde una proyección previa de US$ 9.200 (US$ 4,17 por libra). Además, en su escenario base, ve al metal en una tendencia alcista para promediar US$ 10 mil la tonelada (US$ 4,54 la libra) para el cuarto trimestre de este año, y US$ 12 mil por tonelada (US$ 5,44 la libra) en 2026. ""Nuestro escenario base de US$ 12 mil la tonelada asume sólo un pequeño aumento en el crecimiento de la demanda cíclica en el transcurso de 2025 y 2026"", aseguró.";2024-04-08
Santiago registrará 30 °C esta jornada y este es el pronóstico para la semana;¡Jornada calurosa! Este martes, Santiago llegará a los 30 °C, en una primavera que poco a poco comienza a elevar los termómetros. El panorama en la Región Metropolitana se mantendrá durante toda la semana, aunque con leves cambios. Por ejemplo, el miércoles se registrarán 22 °C, mientras que el jueves habrá 27 °C y el viernes 29 °C, según el pronóstico de la Dirección Meteorológica de Chile (DMC). En ese sentido, y para enfrentar de manera oportuna el evento meteorológico, el Servicio Nacional de Prevención y Respuesta ante Desastres (Senapred), publicó una serie de recomendaciones: 🌡#SENAPREDPreviene #YoMePreparo ¿Sabes lo que es un evento de calor extremo? Conoce sobre estos estos eventos meteorológicos y cómo protegerte. https://t.co/JhfuyhYZQx pic.twitter.com/lk0nRIk9cS;2024-10-15
"Alcaldes valoran decisión de adelantar intervención policial y piden extenderla a todo el país para no ""estigmatizar"" comunas";"Los jefes comunales se reunieron esta mañana con los tres subsecretarios del Ministerio del Interior.Emol. Los representantes de las tres asociaciones de alcaldes del país valoraron este martes la decisión del Gobierno de adelantar el inicio del Plan Calle sin Violencia en diez comunas del país, aunque expresaron su deseo de que este se extienda rápidamente a todo el país para evitar que algunas zonas sean estigmatizadas.Tras conocer la decisión en una reunión en La Moneda, la presidenta de la Asociación Chilena de Municipalidades (AChM), Carolina Leitao (DC), destacó que los municipios escogidos en esta primera etapa son los que concentran altas cifras de denuncias o constatación de homicidios y delitos violentos.;""Efectivamente se nos explicaron los indicadores que dan cuenta de por qué se seleccionan las comunas. A eso, la respuesta es la siguiente: Este es un plan que está vinculadoa las comunas que concentran más del 50% de las denunciaso constatación de homicidios y delitos violentos"", indicó.Asimismo, advirtió que ""la preocupación nuestra es que las comunas donde se ejecuta el homicidio no necesariamente es la misma donde se planificó, de dónde son los hechores de ese homicidio. Por lo tanto, planteamos que más que hablar de las comunas que hoy están focalizadas, se hable del plan para más del 50%"".""Esos son los indicadores que dan cuenta de cómo se seleccionó. Para eso, después se establece un trabajo con fiscales, policías, para desarrollar la investigación de esos homicidios, porque además hay un dato bien relevante: Cada vez aumenta la cantidad de homicidios donde no hay imputado conocido"", agregó.Según Leitao, ""eso habla de que ese homicidio no tiene resolución ni condena y, por lo tanto, queda impune. Lo que está estableciendo acá es cómo lograr entonces una mejor eficiencia en la investigación en el trabajo policial y en la Fiscalía para lograr detenidos y condenados en este tipo de delitos"".;La alcaldesa de Peñalolén informó además que ""hay voluntad del Gobierno para poder hacer un seguimiento a este plan(…) la idea es que nosotros podamos hacer, tanto como asociaciones o a nivel regional, hacer seguimiento del plan, ojalá una vez al mes poder tener los indicadores que vamos a poder medir cuáles son los resultados"".En la misma línea, el presidente de la comisión de seguridad de la AChM, el alcalde de Lo Prado, Maximiliano Ríos, explicó que ""hubo una discusión importante sobre si iba a ser focalizado o no para evitar la estigmatización (…) no se puede apuntar con el dedo a determinadas comunas que tienen determinados problemas"".""Sin embargo, estamos convencidos que, si somos capaces de unir a los municipios, lo más probable es que nos vaya bien, porque este es un grito desesperado de las comunidades que nos están haciendo a diario. Por tanto, valorar esta instancia y solicitarle al Gobierno que entreguen más recursos"", aseguró.En tanto, el vicepresidente de la asociación, el jefe comunal de Puente Alto, Germán Codina (RN), comentó que ""estamos analizando una política pública que el Gobierno quiere orientar en cerca del 9% de las comunas del país y con ello repercutir sobre el 50% de los delitos violentos y homicidios que se producen en Chile"".""Si bien es cierto hay elementos que agregar en esta política, que lo planteamos a los distintos subsecretarios, hay que valorar estas medidas. Hemos visto como durante los últimos cuatro años se han duplicado la cantidad de homicidios sin responsable conocido, eso demuestra cómo se ha instalado el sicariato, el crimen organizado"", dijo.";2023-04-11
